title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,scraped_date,url
2.5 Kanal Luxury Designer House for Sale | Prime Location | 15 KVA Solar | Near Park & Mosque,PKR 16 Crore,160000000,4,5,2.5 Kanal,11250.0,14222,House,True,49,super hot49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_2_5_kanal_luxury_designer_house_for_sale_prime_location_15_kva_solar_near_park_mosque-54042967-8402-1.html
7 Marla 30*60 House For Sale In G15,PKR 3.4 Crore,34000000,5,5,7 Marla,1575.0,21587,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_g-15_7_marla_30_60_house_for_sale_in_g15-54103951-764-1.html
5 Marla DHA Homes for Sale | 2 Bed | TV Lounge | Attached Baths | Ready to Move,PKR 90 Lakh,9000000,90,90,5 Marla,1125.0,8000,House,True,13,hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_dha_homes_for_sale_2_bed_tv_lounge_attached_baths_ready_to_move-54471086-3226-1.html
Stunning And Affordable House Available For Sale In Top City 1 - Block D,PKR 5.3 Crore,53000000,5,6,10 Marla,2250.0,23555,House,True,18,hot18VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_stunning_and_affordable_house_available_for_sale_in_top_city_1_-_block_d-54309753-9233-1.html
10 Marla Double Unit Brand New House Fully furnished Available For Sale in Top City Block A Islamabad.,PKR 5 Crore,50000000,5,6,10 Marla,2250.0,22222,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_double_unit_brand_new_house_fully_furnished_available_for_sale_in_top_city_block_a_islamabad-53675080-1383-1.html
6 Marla Double Unit House Available For Sale in Mumtaz City-Ravi Block Islamabad.,PKR 3.1 Crore,31000000,5,5,6 Marla,1350.0,22962,House,False,45,hot45VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/mumtaz_city_mumtaz_city_-_ravi_block_6_marla_double_unit_house_available_for_sale_in_mumtaz_city-ravi_block_islamabad-54062204-14996-1.html
1 Kanal ( 50*90 In Block B ) Double Unit House Available For Sale In Top City-1 City Islamabad.,PKR 10.5 Crore,105000000,5,6,1 Kanal,4500.0,23333,House,False,35,hot35VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_b_1_kanal_50_90_in_block_b_double_unit_house_available_for_sale_in_top_city-1_city_islamabad-54096073-9230-1.html
8 Marla ( 30*60 in Ravi Block ) Double Unit House Available For Sale in Mumtaz City-Ravi Block Islamabad,PKR 3.35 Crore,33500000,5,5,8 Marla,1800.0,18611,House,False,9,hot9VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/mumtaz_city_mumtaz_city_-_ravi_block_8_marla_30_60_in_ravi_block_double_unit_house_available_for_sale_in_mumtaz_city-ravi_block_islamabad-54097948-14996-1.html
1 Kanal Corner House For Sale In Top City-1 Islamabad,PKR 8 Crore,80000000,7,6,1 Kanal,4500.0,17777,House,False,6,hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/islamabad_top_city_1_1_kanal_corner_house_for_sale_in_top_city-1_islamabad-54447802-1383-1.html
Naval Incorage Block G Marla 5 Houses Available For Sale,PKR 2.55 Crore,25500000,4,6,5 Marla,1125.0,22666,House,False,50,50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_-_block_g_naval_incorage_block_g_marla_5_houses_available_for_sale-53162063-9158-1.html
10 Marla Block O Gulberg Residencia,PKR 5.95 Crore,59500000,6,6,10 Marla,2250.0,26444,Unknown,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_o_10_marla_block_o_gulberg_residencia-53118513-9125-1.html
Bahria Enclave Islamabad Sector A 10 Marla Brand New Designer House For Sale,PKR 7.8 Crore,78000000,5,6,10 Marla,2250.0,34666,House,False,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_bahria_enclave_islamabad_sector_a_10_marla_brand_new_designer_house_for_sale-54357104-11970-1.html
1 Kanal House For Sale In Behria Enclave Islamabad,PKR 12.5 Crore,125000000,6,6,1 Kanal,4500.0,27777,House,True,35,35Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_house_for_sale_in_behria_enclave_islamabad-54538390-1705-1.html
8 marla gray structure for sale bahria enclave islamabad,PKR 2.85 Crore,28500000,4,4,8 Marla,1800.0,15833,Unknown,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_gray_structure_for_sale_bahria_enclave_islamabad-54538347-11975-1.html
European Design 1 Kanal Brans New Designer House Available For Sale In DHA DEFENSE PHASE 2 ISLAMABAD,PKR 10 Crore,100000000,5,6,1 Kanal,4500.0,22222,House,False,26,26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_european_design_1_kanal_brans_new_designer_house_available_for_sale_in_dha_defense_phase_2_islamabad-54328670-339-1.html
Elegant Designer House With Swimming Pool Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,PKR 12.25 Crore,122500000,5,6,1 Kanal,4500.0,27222,House,False,31,31Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_designer_house_with_swimming_pool_ready_for_sale_in_dha_defence_phase_2_islamabad-54247604-339-1.html
Spanish Design 1 Kanal Brand New Designer House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,PKR 9.5 Crore,95000000,5,6,1 Kanal,4500.0,21111,House,False,23,23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_spanish_design_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54246424-339-1.html
Classical Design Fully Furnished 1 Kanal Luxury House Available For Sale in DHA Phase 7,PKR 10.5 Crore,105000000,5,6,1 Kanal,4500.0,23333,House,True,10,super hot10Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_7_classical_design_fully_furnished_1_kanal_luxury_house_available_for_sale_in_dha_phase_7-54467378-1450-1.html
Spanish Design 1 Kanal Brand New House For Sale In DHA Phase 6,PKR 9.4 Crore,94000000,5,6,1 Kanal,4500.0,20888,House,True,17,super hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_6_spanish_design_1_kanal_brand_new_house_for_sale_in_dha_phase_6-54455133-1448-1.html
Owner Build 5 Marla Luxury Modern House For Sale in DHA 9 Town at a Prime Location,PKR 3.5 Crore,35000000,3,4,5 Marla,1125.0,31111,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_9_town_owner_build_5_marla_luxury_modern_house_for_sale_in_dha_9_town_at_a_prime_location-54486034-1452-1.html
2 Bed Townhouse for Sale On 5 Year Installment Plan,PKR 1.39 Crore,13899999,1,2,5 Marla,1125.0,12355,House,True,9,super hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lake_city_sector_m_8_lake_city_townhouses_2_bed_townhouse_for_sale_on_5_year_installment_plan-54511344-21955-1.html
5 Marla Brand New House For Sale In Lake City - Sector M-7B Lake City Lahore,PKR 3 Crore,30000000,4,5,5 Marla,1125.0,26666,House,True,15,super hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-7b_5_marla_brand_new_house_for_sale_in_lake_city_-_sector_m-7b_lake_city_lahore-53912787-19059-1.html
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,PKR 2 Crore,20000000,4,5,5 Marla,1125.0,17777,House,True,15,super hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-53942973-1466-1.html
PRIME ADDRESS! ARCHITECTURALLY DESIGNED 1 KANAL HOUSE IN DHA PHASE 7,PKR 7.15 Crore,71500000,5,6,1 Kanal,4500.0,15888,House,True,30,super hot30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_7_prime_address_architecturally_designed_1_kanal_house_in_dha_phase_7-53752783-1450-1.html
10 Marla Brand New Beautifully Designed Modern House for Sale DHA Phase 7,PKR 5.5 Crore,55000000,4,5,10 Marla,2250.0,24444,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_beautifully_designed_modern_house_for_sale_dha_phase_7-54483591-1450-1.html
3 Years Installments Plan Brand New 5 Marla House For Sale In Park View City,PKR 1.6 Crore,16000000,4,5,5 Marla,1125.0,14222,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_5_marla_house_for_sale_in_park_view_city-54443284-1466-1.html
"6 Marla Corner House with Beautiful Elevation for Sale in Park View City, Lahore",PKR 2.7 Crore,27000000,4,4,6 Marla,1350.0,20000,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_park_view_city_6_marla_corner_house_with_beautiful_elevation_for_sale_in_park_view_city_lahore-54539187-1466-1.html
"5 Marla ULTRA Modern House For Sale DHA Phase 9 Town, Lahore Prime Location",PKR 2.7 Crore,27000000,3,4,5 Marla,1125.0,24000,House,True,23,hot23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_ultra_modern_house_for_sale_dha_phase_9_town_lahore_prime_location-54280900-1452-1.html
Fully Furnished With Full Basement & Swimming Pool 1 Kanal House For Sale In DHA Phase 6,PKR 26 Crore,260000000,6,7,1 Kanal,4500.0,57777,House,True,46,hot46Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_6_fully_furnished_with_full_basement_swimming_pool_1_kanal_house_for_sale_in_dha_phase_6-54480285-1448-1.html
5 Marla Brand New House For Sale in Dha 9 town,PKR 3 Crore,30000000,3,4,5 Marla,1125.0,26666,House,False,14,hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_house_for_sale_in_dha_9_town-54531444-1452-1.html
5 Marla Ultra Modern Brand New House For sale in Dha 9 Town Mini Pool Etc. . .,PKR 3.1 Crore,31000000,3,4,5 Marla,1125.0,27555,House,False,14,hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_5_marla_ultra_modern_brand_new_house_for_sale_in_dha_9_town_mini_pool_etc-54537007-8175-1.html
10 Marla Ultr Modern Brand New House For Sale In Dha Phase 7 Y Block,PKR 5.45 Crore,54500000,4,5,10 Marla,2250.0,24222,House,False,49,hot49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_ultr_modern_brand_new_house_for_sale_in_dha_phase_7_y_block-54537046-1632-1.html
"Ideal 16 Marla House Available In Nasheman Iqbal Phase 2 - Block B1, Lahore",PKR 4 Crore,40000000,4,4,16 Marla,3600.0,11111,House,False,13,hot13VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/nasheman_e_iqbal_phase_2_nasheman_iqbal_phase_2_-_block_b1_ideal_16_marla_house_available_in_nasheman_iqbal_phase_2_-_block_b1_lahore-54514219-14878-1.html
Luxurious 5 Marla Lavish Brand New Bungalow On Top Location For Sale in DHA Phase 9 Town Lahore,PKR 2.4 Crore,24000000,3,4,5 Marla,1125.0,21333,House,False,29,hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_9_town_luxurious_5_marla_lavish_brand_new_bungalow_on_top_location_for_sale_in_dha_phase_9_town_lahore-54534796-1452-1.html
SYED BROTHERS PROUDLY OFFERS: 22 Marla & 50 Sq. Ft. Elegant And Fully Furnihsed Modern Bungalow Is Available In The Best Block Of DHA Lahore.,PKR 20.75 Crore,207500000,5,6,1.1 Kanal,4950.0,41919,House,True,,Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,79,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_6_syed_brothers_proudly_offers_22_marla_50_sq_ft_elegant_and_fully_furnihsed_modern_bungalow_is_available_in_the_best_block_of_dha_lahore-54539716-1448-1.html
5 Marla Ultra Modern Brand New House For Sale in Dha 9 town,PKR 2.85 Crore,28500000,3,4,5 Marla,1125.0,25333,House,False,21,21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_ultra_modern_brand_new_house_for_sale_in_dha_9_town-54531593-1452-1.html
5 Marla House For Sale In Paragon City Lahore,PKR 2.3 Crore,23000000,3,4,5 Marla,1125.0,20444,House,False,12,12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_paragon_city_5_marla_house_for_sale_in_paragon_city_lahore-50891803-1014-1.html
5 Marla House For Sale In Paragon City Lahore,PKR 2.5 Crore,25000000,3,4,5 Marla,1125.0,22222,House,False,30,30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_paragon_city_5_marla_house_for_sale_in_paragon_city_lahore-50908406-1014-1.html
SYED BROTHERS PROUDLY OFFERS: 1-Kanal Elegant And Fully Furnihsed Modern Bungalow with SQs in Basement Is Available In The Best Block Of DHA Lahore.,PKR 17 Crore,170000000,5,6,1 Kanal,4500.0,37777,House,False,18,18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_defence_dha_phase_7_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_furnihsed_modern_bungalow_with_sqs_in_basement_is_available_in_the_best_block_of_dha_lahore-54539691-1450-1.html
5 Marla Brand New Luxurious House For Sale In Park View City Lahore,PKR 2.35 Crore,23500000,4,4,5 Marla,1125.0,20888,House,False,10,10Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_luxurious_house_for_sale_in_park_view_city_lahore-54430964-1466-1.html
5 Marla Brand New Luxurious House For sale in Park View City Lahore,PKR 2.5 Crore,25000000,4,4,5 Marla,1125.0,22222,House,False,17,17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_luxurious_house_for_sale_in_park_view_city_lahore-54430791-1466-1.html
SYED BROTHERS PROUDLY OFFERS: 1-Kanal Elegant And Fully Furnihsed Classic Bungalow Near to Carefour Is Available In The Best Block Of DHA Lahore.,PKR 10.5 Crore,105000000,5,6,1 Kanal,4500.0,23333,House,False,17,17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_syed_brothers_proudly_offers_1-kanal_elegant_and_fully_furnihsed_classic_bungalow_near_to_carefour_is_available_in_the_best_block_of_dha_lahore-54539686-1628-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location Near To Park,PKR 8.25 Crore,82500000,5,6,1 Kanal,4500.0,18333,House,True,27,super hot27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Lahore,2026-07-29,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location_near_to_park-54516849-1632-1.html
